Type,Value,Unit,Time
internalrh,35,%,30-12-19 13:55
internaltemp,21.4,Celsius,30-12-19 14:05
internalrh,35,%,30-12-19 14:05
internaltemp,21,Celsius,30-12-19 14:15
internalrh,35,%,30-12-19 14:15
internaltemp,21.4,Celsius,30-12-19 14:25
internalrh,35,%,30-12-19 14:25
internaltemp,21,Celsius,30-12-19 14:35
internalrh,34,%,30-12-19 14:35
internaltemp,21.2,Celsius,30-12-19 14:45
internalrh,35,%,30-12-19 14:45
internaltemp,21.1,Celsius,30-12-19 14:55
internalrh,34,%,30-12-19 14:55
internaltemp,21,Celsius,30-12-19 15:05
internalrh,34,%,30-12-19 15:05
internaltemp,21.1,Celsius,30-12-19 15:15
internalrh,33,%,30-12-19 15:15
internaltemp,20.8,Celsius,30-12-19 15:25
internalrh,33,%,30-12-19 15:25
internaltemp,21.4,Celsius,30-12-19 15:35
internalrh,33,%,30-12-19 15:35
internaltemp,20.9,Celsius,30-12-19 15:45
internalrh,33,%,30-12-19 15:45
internaltemp,20.9,Celsius,30-12-19 15:55
internalrh,33,%,30-12-19 15:55
internaltemp,21.4,Celsius,30-12-19 16:05
internalrh,33,%,30-12-19 16:05
internaltemp,21,Celsius,30-12-19 16:15
internalrh,33,%,30-12-19 16:15
internaltemp,20.8,Celsius,30-12-19 16:25
internalrh,33,%,30-12-19 16:25
internaltemp,21.2,Celsius,30-12-19 16:35
internalrh,33,%,30-12-19 16:35
internaltemp,20.9,Celsius,30-12-19 16:45
internalrh,32,%,30-12-19 16:45
internaltemp,20.9,Celsius,30-12-19 16:55
internalrh,32,%,30-12-19 16:55
internaltemp,20.6,Celsius,30-12-19 17:05
internalrh,31,%,30-12-19 17:05
internaltemp,20.2,Celsius,30-12-19 17:15
internalrh,31,%,30-12-19 17:15
internaltemp,20.3,Celsius,30-12-19 17:25
internalrh,31,%,30-12-19 17:25
internaltemp,19.8,Celsius,30-12-19 17:35
internalrh,31,%,30-12-19 17:35
internaltemp,20.3,Celsius,30-12-19 17:45
internalrh,31,%,30-12-19 17:45
internaltemp,20.5,Celsius,30-12-19 17:55
internalrh,31,%,30-12-19 17:55
internaltemp,20.9,Celsius,30-12-19 18:05
internalrh,30,%,30-12-19 18:05
internaltemp,20.5,Celsius,30-12-19 18:15
internalrh,30,%,30-12-19 18:15
internaltemp,21.1,Celsius,30-12-19 18:25
internalrh,29,%,30-12-19 18:25
internaltemp,20.7,Celsius,30-12-19 18:35
internalrh,29,%,30-12-19 18:35
internaltemp,21.2,Celsius,30-12-19 18:45
internalrh,29,%,30-12-19 18:45
internaltemp,20.7,Celsius,30-12-19 18:55
internalrh,28,%,30-12-19 18:55
internaltemp,21.1,Celsius,30-12-19 19:05
internalrh,27,%,30-12-19 19:05
internaltemp,20.8,Celsius,30-12-19 19:15
internalrh,27,%,30-12-19 19:15
internaltemp,21.1,Celsius,30-12-19 19:25
internalrh,26,%,30-12-19 19:25
internaltemp,20.9,Celsius,30-12-19 19:35
internalrh,27,%,30-12-19 19:35
internaltemp,21,Celsius,30-12-19 19:45
internalrh,24,%,30-12-19 19:45
internaltemp,21.1,Celsius,30-12-19 19:55
internalrh,24,%,30-12-19 19:55
internaltemp,20.8,Celsius,30-12-19 20:05
internalrh,24,%,30-12-19 20:05
internaltemp,21.2,Celsius,30-12-19 20:15
internalrh,24,%,30-12-19 20:15
internaltemp,20.6,Celsius,30-12-19 20:24
internalrh,25,%,30-12-19 20:24
internaltemp,21.1,Celsius,30-12-19 20:34
internalrh,24,%,30-12-19 20:34
internaltemp,20.9,Celsius,30-12-19 20:45
internalrh,24,%,30-12-19 20:45
internaltemp,20.8,Celsius,30-12-19 20:55
internalrh,24,%,30-12-19 20:55
internaltemp,21.1,Celsius,30-12-19 21:05
internalrh,24,%,30-12-19 21:05
internaltemp,20.6,Celsius,30-12-19 21:15
internalrh,25,%,30-12-19 21:15
internaltemp,20.9,Celsius,30-12-19 21:25
internalrh,24,%,30-12-19 21:25
internaltemp,20.9,Celsius,30-12-19 21:35
internalrh,24,%,30-12-19 21:35
internaltemp,20.6,Celsius,30-12-19 21:45
internalrh,25,%,30-12-19 21:45
internaltemp,21.1,Celsius,30-12-19 21:55
internalrh,24,%,30-12-19 21:55
internaltemp,20.7,Celsius,30-12-19 22:05
internalrh,25,%,30-12-19 22:05
internaltemp,20.8,Celsius,30-12-19 22:15
internalrh,24,%,30-12-19 22:15
internaltemp,21.1,Celsius,30-12-19 22:25
internalrh,24,%,30-12-19 22:25
internaltemp,20.5,Celsius,30-12-19 22:35
internalrh,25,%,30-12-19 22:35
internaltemp,20.7,Celsius,30-12-19 22:45
internalrh,23,%,30-12-19 22:45
internaltemp,20.9,Celsius,30-12-19 22:55
internalrh,23,%,30-12-19 22:55
internaltemp,20.5,Celsius,30-12-19 23:05
internalrh,20,%,30-12-19 23:05
internaltemp,20.2,Celsius,30-12-19 23:15
internalrh,19,%,30-12-19 23:15
internaltemp,20.2,Celsius,30-12-19 23:25
internalrh,17,%,30-12-19 23:25
internaltemp,20.4,Celsius,30-12-19 23:35
internalrh,16,%,30-12-19 23:35
internaltemp,20.6,Celsius,30-12-19 23:45
internalrh,16,%,30-12-19 23:45
internaltemp,20.4,Celsius,30-12-19 23:55
internalrh,16,%,30-12-19 23:55
internaltemp,20.2,Celsius,31-12-19 0:05
internalrh,16,%,31-12-19 0:05
internaltemp,20.1,Celsius,31-12-19 0:15
internalrh,16,%,31-12-19 0:15
internaltemp,20,Celsius,31-12-19 0:25
internalrh,16,%,31-12-19 0:25
internaltemp,19.8,Celsius,31-12-19 0:35
internalrh,16,%,31-12-19 0:35
internaltemp,19.7,Celsius,31-12-19 0:45
internalrh,16,%,31-12-19 0:45
internaltemp,19.9,Celsius,31-12-19 0:55
internalrh,16,%,31-12-19 0:55
internaltemp,20.1,Celsius,31-12-19 1:05
internalrh,16,%,31-12-19 1:05
internaltemp,20.1,Celsius,31-12-19 1:15
internalrh,16,%,31-12-19 1:15
internaltemp,20.2,Celsius,31-12-19 1:25
internalrh,16,%,31-12-19 1:25
internaltemp,20.3,Celsius,31-12-19 1:35
internalrh,16,%,31-12-19 1:35
internaltemp,20.4,Celsius,31-12-19 1:45
internalrh,16,%,31-12-19 1:45
internaltemp,20.4,Celsius,31-12-19 1:55
internalrh,16,%,31-12-19 1:55
internaltemp,20.1,Celsius,31-12-19 2:05
internalrh,16,%,31-12-19 2:05
internaltemp,19.8,Celsius,31-12-19 2:15
internalrh,16,%,31-12-19 2:15
internaltemp,19.9,Celsius,31-12-19 2:25
internalrh,16,%,31-12-19 2:25
internaltemp,19.9,Celsius,31-12-19 2:35
internalrh,16,%,31-12-19 2:35
internaltemp,19.9,Celsius,31-12-19 2:45
internalrh,16,%,31-12-19 2:45
internaltemp,19.7,Celsius,31-12-19 2:55
internalrh,16,%,31-12-19 2:55
internaltemp,19.8,Celsius,31-12-19 3:05
internalrh,16,%,31-12-19 3:05
internaltemp,19.7,Celsius,31-12-19 3:15
internalrh,16,%,31-12-19 3:15
internaltemp,19.8,Celsius,31-12-19 3:25
internalrh,16,%,31-12-19 3:25
internaltemp,19.7,Celsius,31-12-19 3:35
internalrh,16,%,31-12-19 3:35
internaltemp,19.8,Celsius,31-12-19 3:45
internalrh,16,%,31-12-19 3:45
internaltemp,19.7,Celsius,31-12-19 3:55
internalrh,16,%,31-12-19 3:55
internaltemp,19.6,Celsius,31-12-19 4:05
internalrh,16,%,31-12-19 4:05
internaltemp,19.7,Celsius,31-12-19 4:15
internalrh,16,%,31-12-19 4:15
internaltemp,19.6,Celsius,31-12-19 4:25
internalrh,16,%,31-12-19 4:25
internaltemp,19.5,Celsius,31-12-19 4:35
internalrh,16,%,31-12-19 4:35
internaltemp,19.6,Celsius,31-12-19 4:45
internalrh,16,%,31-12-19 4:45
internaltemp,19.7,Celsius,31-12-19 4:55
internalrh,16,%,31-12-19 4:55
internaltemp,19.7,Celsius,31-12-19 5:05
internalrh,16,%,31-12-19 5:05
internaltemp,19.7,Celsius,31-12-19 5:15
internalrh,16,%,31-12-19 5:15
internaltemp,19.7,Celsius,31-12-19 5:25
internalrh,16,%,31-12-19 5:25
internaltemp,19.9,Celsius,31-12-19 5:35
internalrh,16,%,31-12-19 5:35
internaltemp,19.9,Celsius,31-12-19 5:45
internalrh,16,%,31-12-19 5:45
internaltemp,19.9,Celsius,31-12-19 5:55
internalrh,16,%,31-12-19 5:55
internaltemp,19.8,Celsius,31-12-19 6:05
internalrh,16,%,31-12-19 6:05
internaltemp,19.8,Celsius,31-12-19 6:15
internalrh,16,%,31-12-19 6:15
internaltemp,19.7,Celsius,31-12-19 6:25
internalrh,16,%,31-12-19 6:25
internaltemp,19.7,Celsius,31-12-19 6:35
internalrh,16,%,31-12-19 6:35
internaltemp,19.6,Celsius,31-12-19 6:45
internalrh,16,%,31-12-19 6:45
internaltemp,19.5,Celsius,31-12-19 6:55
internalrh,16,%,31-12-19 6:55
internaltemp,19.4,Celsius,31-12-19 7:05
internalrh,16,%,31-12-19 7:05
internaltemp,19.4,Celsius,31-12-19 7:15
internalrh,16,%,31-12-19 7:15
internaltemp,19.5,Celsius,31-12-19 7:25
internalrh,16,%,31-12-19 7:25
internaltemp,19.6,Celsius,31-12-19 7:35
internalrh,16,%,31-12-19 7:35
internaltemp,19.7,Celsius,31-12-19 7:45
internalrh,16,%,31-12-19 7:45
internaltemp,20,Celsius,31-12-19 7:55
internalrh,16,%,31-12-19 7:55
internaltemp,20.2,Celsius,31-12-19 8:05
internalrh,16,%,31-12-19 8:05
internaltemp,20.3,Celsius,31-12-19 8:15
internalrh,16,%,31-12-19 8:15
internaltemp,20.4,Celsius,31-12-19 8:25
internalrh,16,%,31-12-19 8:25
internaltemp,20.6,Celsius,31-12-19 8:35
internalrh,16,%,31-12-19 8:35
internaltemp,20.4,Celsius,31-12-19 8:45
internalrh,16,%,31-12-19 8:45
internaltemp,20.4,Celsius,31-12-19 8:55
internalrh,16,%,31-12-19 8:55
internaltemp,20.3,Celsius,31-12-19 9:05
internalrh,16,%,31-12-19 9:05
internaltemp,20.2,Celsius,31-12-19 9:15
internalrh,16,%,31-12-19 9:15
internaltemp,20.2,Celsius,31-12-19 9:25
internalrh,16,%,31-12-19 9:25
internaltemp,20.2,Celsius,31-12-19 9:35
internalrh,16,%,31-12-19 9:35
internaltemp,20.4,Celsius,31-12-19 9:45
internalrh,16,%,31-12-19 9:45
internaltemp,20.5,Celsius,31-12-19 9:55
internalrh,16,%,31-12-19 9:55
internaltemp,20.7,Celsius,31-12-19 10:05
internalrh,16,%,31-12-19 10:05
internaltemp,20.9,Celsius,31-12-19 10:15
internalrh,16,%,31-12-19 10:15
internaltemp,20.9,Celsius,31-12-19 10:15
internalrh,16,%,31-12-19 10:15
internaltemp,21,Celsius,31-12-19 10:25
internalrh,16,%,31-12-19 10:25
internaltemp,21.2,Celsius,31-12-19 10:35
internalrh,16,%,31-12-19 10:35
internaltemp,21.5,Celsius,31-12-19 10:45
internalrh,16,%,31-12-19 10:45
internaltemp,20.9,Celsius,31-12-19 10:55
internalrh,16,%,31-12-19 10:55
internaltemp,20.8,Celsius,31-12-19 11:05
internalrh,16,%,31-12-19 11:05
internaltemp,21.3,Celsius,31-12-19 11:15
internalrh,16,%,31-12-19 11:15
internaltemp,20.2,Celsius,31-12-19 11:25
internalrh,16,%,31-12-19 11:25
internaltemp,19.7,Celsius,31-12-19 11:35
internalrh,16,%,31-12-19 11:35
internaltemp,19.4,Celsius,31-12-19 11:45
internalrh,16,%,31-12-19 11:45
internaltemp,19.2,Celsius,31-12-19 11:55
internalrh,18,%,31-12-19 11:55
internaltemp,19,Celsius,31-12-19 12:05
internalrh,18,%,31-12-19 12:05
internaltemp,18.9,Celsius,31-12-19 12:15
internalrh,21,%,31-12-19 12:15
internaltemp,18.7,Celsius,31-12-19 12:25
internalrh,21,%,31-12-19 12:25
internaltemp,18.7,Celsius,31-12-19 12:35
internalrh,20,%,31-12-19 12:35
internaltemp,18.6,Celsius,31-12-19 12:45
internalrh,17,%,31-12-19 12:45
internaltemp,18.5,Celsius,31-12-19 12:55
internalrh,17,%,31-12-19 12:55
internaltemp,18.4,Celsius,31-12-19 13:05
internalrh,18,%,31-12-19 13:05
internaltemp,18.4,Celsius,31-12-19 13:15
internalrh,21,%,31-12-19 13:15
internaltemp,18.3,Celsius,31-12-19 13:25
internalrh,20,%,31-12-19 13:25
internaltemp,18.3,Celsius,31-12-19 13:35
internalrh,21,%,31-12-19 13:35
internaltemp,18.2,Celsius,31-12-19 13:45
internalrh,21,%,31-12-19 13:45
internaltemp,18.2,Celsius,31-12-19 13:55
internalrh,21,%,31-12-19 13:55
internaltemp,18.1,Celsius,31-12-19 14:05
internalrh,21,%,31-12-19 14:05
internaltemp,18.1,Celsius,31-12-19 14:15
internalrh,20,%,31-12-19 14:15
internaltemp,18.1,Celsius,31-12-19 14:25
internalrh,21,%,31-12-19 14:25
internaltemp,18,Celsius,31-12-19 14:35
internalrh,20,%,31-12-19 14:35
internaltemp,18,Celsius,31-12-19 14:45
internalrh,20,%,31-12-19 14:45
internaltemp,18,Celsius,31-12-19 14:55
internalrh,21,%,31-12-19 14:55
internaltemp,17.8,Celsius,31-12-19 15:05
internalrh,23,%,31-12-19 15:05
internaltemp,17.8,Celsius,31-12-19 15:15
internalrh,26,%,31-12-19 15:15
internaltemp,17.8,Celsius,31-12-19 15:25
internalrh,26,%,31-12-19 15:25
internaltemp,17.8,Celsius,31-12-19 15:35
internalrh,26,%,31-12-19 15:35
internaltemp,17.7,Celsius,31-12-19 15:45
internalrh,26,%,31-12-19 15:45
internaltemp,17.7,Celsius,31-12-19 15:55
internalrh,26,%,31-12-19 15:55
internaltemp,17.7,Celsius,31-12-19 16:05
internalrh,28,%,31-12-19 16:05
internaltemp,17.7,Celsius,31-12-19 16:15
internalrh,35,%,31-12-19 16:15
internaltemp,17.7,Celsius,31-12-19 16:25
internalrh,41,%,31-12-19 16:25
internaltemp,17.7,Celsius,31-12-19 16:35
internalrh,46,%,31-12-19 16:35
internaltemp,17.7,Celsius,31-12-19 16:45
internalrh,47,%,31-12-19 16:45
internaltemp,17.7,Celsius,31-12-19 16:55
internalrh,47,%,31-12-19 16:55
internaltemp,17.7,Celsius,31-12-19 17:05
internalrh,49,%,31-12-19 17:05
internaltemp,17.6,Celsius,31-12-19 17:15
internalrh,49,%,31-12-19 17:15
internaltemp,17.6,Celsius,31-12-19 17:25
internalrh,50,%,31-12-19 17:25
internaltemp,17.6,Celsius,31-12-19 17:35
internalrh,51,%,31-12-19 17:35
internaltemp,17.6,Celsius,31-12-19 17:45
internalrh,50,%,31-12-19 17:45
internaltemp,17.6,Celsius,31-12-19 17:55
internalrh,51,%,31-12-19 17:55
internaltemp,17.6,Celsius,31-12-19 18:05
internalrh,51,%,31-12-19 18:05
internaltemp,17.5,Celsius,31-12-19 18:15
internalrh,51,%,31-12-19 18:15
internaltemp,17.5,Celsius,31-12-19 18:25
internalrh,51,%,31-12-19 18:25
internaltemp,17.5,Celsius,31-12-19 18:35
internalrh,51,%,31-12-19 18:35
internaltemp,17.5,Celsius,31-12-19 18:45
internalrh,50,%,31-12-19 18:45
internaltemp,17.5,Celsius,31-12-19 18:55
internalrh,49,%,31-12-19 18:55
internaltemp,17.4,Celsius,31-12-19 19:05
internalrh,49,%,31-12-19 19:05
internaltemp,17.4,Celsius,31-12-19 19:15
internalrh,48,%,31-12-19 19:15
internaltemp,17.4,Celsius,31-12-19 19:25
internalrh,48,%,31-12-19 19:25
internaltemp,17.4,Celsius,31-12-19 19:35
internalrh,47,%,31-12-19 19:35
internaltemp,17.3,Celsius,31-12-19 19:45
internalrh,47,%,31-12-19 19:45
internaltemp,17.3,Celsius,31-12-19 19:55
internalrh,47,%,31-12-19 19:55
internaltemp,17.3,Celsius,31-12-19 20:05
internalrh,47,%,31-12-19 20:05
internaltemp,17.3,Celsius,31-12-19 20:15
internalrh,47,%,31-12-19 20:15
internaltemp,17.2,Celsius,31-12-19 20:25
internalrh,47,%,31-12-19 20:25
internaltemp,17.2,Celsius,31-12-19 20:35
internalrh,46,%,31-12-19 20:35
internaltemp,17.2,Celsius,31-12-19 20:45
internalrh,46,%,31-12-19 20:45
internaltemp,17.2,Celsius,31-12-19 20:55
internalrh,46,%,31-12-19 20:55
internaltemp,17.2,Celsius,31-12-19 21:05
internalrh,46,%,31-12-19 21:05
internaltemp,17.1,Celsius,31-12-19 21:15
internalrh,46,%,31-12-19 21:15
internaltemp,17.1,Celsius,31-12-19 21:25
internalrh,46,%,31-12-19 21:25
internaltemp,17.1,Celsius,31-12-19 21:35
internalrh,46,%,31-12-19 21:35
internaltemp,17.1,Celsius,31-12-19 21:45
internalrh,45,%,31-12-19 21:45
internaltemp,17,Celsius,31-12-19 21:55
internalrh,45,%,31-12-19 21:55
internaltemp,17,Celsius,31-12-19 22:05
internalrh,46,%,31-12-19 22:05
internaltemp,17,Celsius,31-12-19 22:15
internalrh,45,%,31-12-19 22:15
internaltemp,17,Celsius,31-12-19 22:25
internalrh,44,%,31-12-19 22:25
internaltemp,16.9,Celsius,31-12-19 22:35
internalrh,44,%,31-12-19 22:35
internaltemp,16.9,Celsius,31-12-19 22:45
internalrh,44,%,31-12-19 22:45
internaltemp,16.9,Celsius,31-12-19 22:55
internalrh,43,%,31-12-19 22:55
internaltemp,16.9,Celsius,31-12-19 23:05
internalrh,42,%,31-12-19 23:05
internaltemp,16.8,Celsius,31-12-19 23:15
internalrh,42,%,31-12-19 23:15
internaltemp,16.8,Celsius,31-12-19 23:25
internalrh,42,%,31-12-19 23:25
internaltemp,16.8,Celsius,31-12-19 23:35
internalrh,42,%,31-12-19 23:35
internaltemp,16.7,Celsius,31-12-19 23:45
internalrh,42,%,31-12-19 23:45
internaltemp,16.7,Celsius,31-12-19 23:55
internalrh,41,%,31-12-19 23:55
internaltemp,16.7,Celsius,01-01-20 0:05
internalrh,42,%,01-01-20 0:05
internaltemp,16.7,Celsius,01-01-20 0:15
internalrh,43,%,01-01-20 0:15
internaltemp,16.7,Celsius,01-01-20 0:25
internalrh,44,%,01-01-20 0:25
internaltemp,16.7,Celsius,01-01-20 0:35
internalrh,45,%,01-01-20 0:35
internaltemp,16.6,Celsius,01-01-20 0:45
internalrh,45,%,01-01-20 0:45
internaltemp,16.6,Celsius,01-01-20 0:55
internalrh,45,%,01-01-20 0:55
internaltemp,16.6,Celsius,01-01-20 1:05
internalrh,44,%,01-01-20 1:05
internaltemp,16.5,Celsius,01-01-20 1:15
internalrh,43,%,01-01-20 1:15
internaltemp,16.5,Celsius,01-01-20 1:25
internalrh,42,%,01-01-20 1:25
internaltemp,16.5,Celsius,01-01-20 1:35
internalrh,41,%,01-01-20 1:35
internaltemp,16.4,Celsius,01-01-20 1:45
internalrh,40,%,01-01-20 1:45
internaltemp,16.4,Celsius,01-01-20 1:55
internalrh,38,%,01-01-20 1:55
internaltemp,16.3,Celsius,01-01-20 2:05
internalrh,37,%,01-01-20 2:05
internaltemp,16.3,Celsius,01-01-20 2:15
internalrh,37,%,01-01-20 2:15
internaltemp,16.3,Celsius,01-01-20 2:25
internalrh,37,%,01-01-20 2:25
internaltemp,16.3,Celsius,01-01-20 2:35
internalrh,37,%,01-01-20 2:35
internaltemp,16.2,Celsius,01-01-20 2:45
internalrh,37,%,01-01-20 2:45
internaltemp,16.2,Celsius,01-01-20 2:55
internalrh,37,%,01-01-20 2:55
internaltemp,16.2,Celsius,01-01-20 3:05
internalrh,39,%,01-01-20 3:05
internaltemp,16.2,Celsius,01-01-20 3:15
internalrh,38,%,01-01-20 3:15
internaltemp,16.2,Celsius,01-01-20 3:25
internalrh,37,%,01-01-20 3:25
internaltemp,16.2,Celsius,01-01-20 3:35
internalrh,39,%,01-01-20 3:35
internaltemp,16.2,Celsius,01-01-20 3:45
internalrh,39,%,01-01-20 3:45
internaltemp,16.2,Celsius,01-01-20 3:55
internalrh,40,%,01-01-20 3:55
internaltemp,16.2,Celsius,01-01-20 3:55
internalrh,40,%,01-01-20 3:55
internaltemp,16.1,Celsius,01-01-20 4:05
internalrh,41,%,01-01-20 4:05
internaltemp,16.1,Celsius,01-01-20 4:15
internalrh,41,%,01-01-20 4:15
internaltemp,16.1,Celsius,01-01-20 4:25
internalrh,40,%,01-01-20 4:25
internaltemp,16.1,Celsius,01-01-20 4:35
internalrh,40,%,01-01-20 4:35
internaltemp,16,Celsius,01-01-20 4:45
internalrh,40,%,01-01-20 4:45
internaltemp,16,Celsius,01-01-20 4:55
internalrh,40,%,01-01-20 4:55
internaltemp,16,Celsius,01-01-20 5:05
internalrh,40,%,01-01-20 5:05
internaltemp,16,Celsius,01-01-20 5:15
internalrh,40,%,01-01-20 5:15
internaltemp,15.9,Celsius,01-01-20 5:25
internalrh,40,%,01-01-20 5:25
internaltemp,15.9,Celsius,01-01-20 5:35
internalrh,40,%,01-01-20 5:35
internaltemp,15.9,Celsius,01-01-20 5:45
internalrh,41,%,01-01-20 5:45
internaltemp,15.9,Celsius,01-01-20 5:55
internalrh,41,%,01-01-20 5:55
internaltemp,15.9,Celsius,01-01-20 6:05
internalrh,42,%,01-01-20 6:05
internaltemp,15.9,Celsius,01-01-20 6:15
internalrh,42,%,01-01-20 6:15
internaltemp,15.9,Celsius,01-01-20 6:25
internalrh,42,%,01-01-20 6:25
internaltemp,15.8,Celsius,01-01-20 6:35
internalrh,42,%,01-01-20 6:35
internaltemp,15.8,Celsius,01-01-20 6:45
internalrh,42,%,01-01-20 6:45
internaltemp,15.8,Celsius,01-01-20 6:55
internalrh,42,%,01-01-20 6:55
internaltemp,15.8,Celsius,01-01-20 7:05
internalrh,42,%,01-01-20 7:05
internaltemp,15.8,Celsius,01-01-20 7:15
internalrh,42,%,01-01-20 7:15
internaltemp,15.8,Celsius,01-01-20 7:25
internalrh,42,%,01-01-20 7:25
internaltemp,15.7,Celsius,01-01-20 7:35
internalrh,42,%,01-01-20 7:35
internaltemp,15.7,Celsius,01-01-20 7:45
internalrh,42,%,01-01-20 7:45
internaltemp,15.7,Celsius,01-01-20 7:55
internalrh,42,%,01-01-20 7:55
internaltemp,15.7,Celsius,01-01-20 8:05
internalrh,42,%,01-01-20 8:05
internaltemp,15.7,Celsius,01-01-20 8:15
internalrh,43,%,01-01-20 8:15
internaltemp,15.7,Celsius,01-01-20 8:25
internalrh,42,%,01-01-20 8:25
internaltemp,15.7,Celsius,01-01-20 8:35
internalrh,42,%,01-01-20 8:35
internaltemp,15.6,Celsius,01-01-20 8:45
internalrh,42,%,01-01-20 8:45
internaltemp,15.6,Celsius,01-01-20 8:55
internalrh,42,%,01-01-20 8:55
internaltemp,15.6,Celsius,01-01-20 9:05
internalrh,42,%,01-01-20 9:05
internaltemp,15.6,Celsius,01-01-20 9:15
internalrh,42,%,01-01-20 9:15
internaltemp,15.6,Celsius,01-01-20 9:25
internalrh,42,%,01-01-20 9:25
internaltemp,15.6,Celsius,01-01-20 9:35
internalrh,42,%,01-01-20 9:35
internaltemp,15.6,Celsius,01-01-20 9:45
internalrh,43,%,01-01-20 9:45
internaltemp,15.6,Celsius,01-01-20 9:55
internalrh,43,%,01-01-20 9:55
internaltemp,15.6,Celsius,01-01-20 9:55
internalrh,43,%,01-01-20 9:55
internaltemp,15.6,Celsius,01-01-20 10:05
internalrh,43,%,01-01-20 10:05
internaltemp,15.6,Celsius,01-01-20 10:15
internalrh,43,%,01-01-20 10:15
internaltemp,15.6,Celsius,01-01-20 10:25
internalrh,42,%,01-01-20 10:25
internaltemp,15.6,Celsius,01-01-20 10:35
internalrh,42,%,01-01-20 10:35
internaltemp,15.5,Celsius,01-01-20 10:45
internalrh,43,%,01-01-20 10:45
internaltemp,15.5,Celsius,01-01-20 10:55
internalrh,43,%,01-01-20 10:55
internaltemp,15.5,Celsius,01-01-20 11:05
internalrh,44,%,01-01-20 11:05
internaltemp,15.5,Celsius,01-01-20 11:15
internalrh,44,%,01-01-20 11:15
internaltemp,15.5,Celsius,01-01-20 11:25
internalrh,45,%,01-01-20 11:25
internaltemp,15.5,Celsius,01-01-20 11:35
internalrh,45,%,01-01-20 11:35
internaltemp,15.5,Celsius,01-01-20 11:45
internalrh,46,%,01-01-20 11:45
internaltemp,15.5,Celsius,01-01-20 11:55
internalrh,48,%,01-01-20 11:55
internaltemp,15.5,Celsius,01-01-20 12:05
internalrh,49,%,01-01-20 12:05
internaltemp,15.5,Celsius,01-01-20 12:15
internalrh,50,%,01-01-20 12:15
internaltemp,15.5,Celsius,01-01-20 12:25
internalrh,50,%,01-01-20 12:25
internaltemp,15.5,Celsius,01-01-20 12:35
internalrh,51,%,01-01-20 12:35
internaltemp,15.5,Celsius,01-01-20 12:45
internalrh,51,%,01-01-20 12:45
internaltemp,15.4,Celsius,01-01-20 12:55
internalrh,52,%,01-01-20 12:55
internaltemp,15.4,Celsius,01-01-20 13:05
internalrh,52,%,01-01-20 13:05
internaltemp,15.4,Celsius,01-01-20 13:15
internalrh,53,%,01-01-20 13:15
internaltemp,15.4,Celsius,01-01-20 13:25
internalrh,54,%,01-01-20 13:25
internaltemp,15.4,Celsius,01-01-20 13:35
internalrh,54,%,01-01-20 13:35
internaltemp,15.4,Celsius,01-01-20 13:45
internalrh,54,%,01-01-20 13:45
internaltemp,15.4,Celsius,01-01-20 13:55
internalrh,54,%,01-01-20 13:55
internaltemp,15.4,Celsius,01-01-20 14:05
internalrh,54,%,01-01-20 14:05
internaltemp,15.4,Celsius,01-01-20 14:15
internalrh,54,%,01-01-20 14:15
internaltemp,15.4,Celsius,01-01-20 14:25
internalrh,54,%,01-01-20 14:25
internaltemp,15.4,Celsius,01-01-20 14:35
internalrh,54,%,01-01-20 14:35
internaltemp,15.4,Celsius,01-01-20 14:45
internalrh,54,%,01-01-20 14:45
internaltemp,15.4,Celsius,01-01-20 14:55
internalrh,54,%,01-01-20 14:55
internaltemp,15.4,Celsius,01-01-20 15:05
internalrh,53,%,01-01-20 15:05
internaltemp,15.3,Celsius,01-01-20 15:15
internalrh,54,%,01-01-20 15:15
internaltemp,15.3,Celsius,01-01-20 15:25
internalrh,54,%,01-01-20 15:25
internaltemp,15.3,Celsius,01-01-20 15:35
internalrh,54,%,01-01-20 15:35
internaltemp,15.3,Celsius,01-01-20 15:45
internalrh,54,%,01-01-20 15:45
internaltemp,15.3,Celsius,01-01-20 15:55
internalrh,54,%,01-01-20 15:55
internaltemp,15.3,Celsius,01-01-20 16:05
internalrh,54,%,01-01-20 16:05
internaltemp,15.3,Celsius,01-01-20 16:15
internalrh,54,%,01-01-20 16:15
internaltemp,15.3,Celsius,01-01-20 16:25
internalrh,53,%,01-01-20 16:25
internaltemp,15.3,Celsius,01-01-20 16:35
internalrh,53,%,01-01-20 16:35
internaltemp,15.3,Celsius,01-01-20 16:45
internalrh,53,%,01-01-20 16:45
internaltemp,15.3,Celsius,01-01-20 16:55
internalrh,53,%,01-01-20 16:55
internaltemp,15.3,Celsius,01-01-20 17:05
internalrh,53,%,01-01-20 17:05
internaltemp,15.3,Celsius,01-01-20 17:15
internalrh,53,%,01-01-20 17:15
internaltemp,15.3,Celsius,01-01-20 17:25
internalrh,53,%,01-01-20 17:25
internaltemp,15.3,Celsius,01-01-20 17:35
internalrh,52,%,01-01-20 17:35
internaltemp,15.3,Celsius,01-01-20 17:45
